data,cnpj,Estabelecimento,nNF,tPag,Forma_Pagamento,tBand,vPag,vNF
2026-02-02,07843328000208,Filial_Proview,6251,03,Cartao_Credito,,3600.0,3600.0
2026-02-13,07843328000208,Filial_Proview,6252,17,PIX,,1000.0,6100.0
2026-02-13,07843328000208,Filial_Proview,6252,03,Cartao_Credito,,5100.0,6100.0
2026-02-13,07843328000208,Filial_Proview,6253,03,Cartao_Credito,,4842.0,4842.0
2026-02-13,07843328000208,Filial_Proview,6254,03,Cartao_Credito,,3900.0,3900.0
2026-02-13,07843328000208,Filial_Proview,6255,03,Cartao_Credito,,5630.0,5630.0
2026-02-13,07843328000208,Filial_Proview,6256,03,Cartao_Credito,,4690.0,4690.0
2026-02-13,07843328000208,Filial_Proview,6257,17,PIX,,1300.0,1300.0
2026-02-18,07843328000208,Filial_Proview,6258,17,PIX,,9200.0,9200.0
2026-02-19,07843328000208,Filial_Proview,6259,03,Cartao_Credito,,5870.0,5870.0
2026-02-19,07843328000208,Filial_Proview,6260,03,Cartao_Credito,,4400.0,4400.0
2026-02-19,07843328000208,Filial_Proview,6261,03,Cartao_Credito,,3500.0,3500.0
2026-02-25,07843328000208,Filial_Proview,6262,04,Cartao_Debito,,2890.0,2890.0
2026-02-25,07843328000208,Filial_Proview,6263,17,PIX,,350.0,350.0
2026-02-25,07843328000208,Filial_Proview,6264,03,Cartao_Credito,,890.0,890.0
2026-02-25,07843328000208,Filial_Proview,6265,03,Cartao_Credito,,1000.0,1000.0
2026-02-25,07843328000208,Filial_Proview,6266,03,Cartao_Credito,,1000.0,1000.0
2026-02-25,07843328000208,Filial_Proview,6267,03,Cartao_Credito,,1850.0,1850.0
2026-02-25,07843328000208,Filial_Proview,6268,03,Cartao_Credito,,1890.0,1890.0
2026-02-25,07843328000208,Filial_Proview,6269,03,Cartao_Credito,,2250.0,2250.0
2026-02-25,07843328000208,Filial_Proview,6270,03,Cartao_Credito,,2200.0,2200.0
2026-02-26,07843328000208,Filial_Proview,6271,03,Cartao_Credito,,9940.0,9940.0
2026-02-26,07843328000208,Filial_Proview,6272,03,Cartao_Credito,,6500.0,6500.0
2026-02-26,07843328000208,Filial_Proview,6273,03,Cartao_Credito,,3250.0,3250.0
2026-02-26,07843328000208,Filial_Proview,6274,03,Cartao_Credito,,4750.0,4750.0
2026-02-26,07843328000208,Filial_Proview,6275,03,Cartao_Credito,,3390.0,3390.0
2026-02-26,07843328000208,Filial_Proview,6276,03,Cartao_Credito,,3000.0,3000.0
2026-02-28,07843328000208,Filial_Proview,6277,03,Cartao_Credito,,1850.0,1850.0
2026-02-28,07843328000208,Filial_Proview,6278,03,Cartao_Credito,,2590.0,2590.0
2026-02-28,07843328000208,Filial_Proview,6279,03,Cartao_Credito,,3900.0,3900.0
2026-02-28,07843328000208,Filial_Proview,6280,03,Cartao_Credito,,243.0,243.0
2026-02-10,18960845000194,Oticas_BH,10553,03,Cartao_Credito,,150.0,150.0
2026-02-10,18960845000194,Oticas_BH,10554,03,Cartao_Credito,,2600.0,2600.0
2026-02-10,18960845000194,Oticas_BH,10555,03,Cartao_Credito,,2700.0,2700.0
2026-02-10,18960845000194,Oticas_BH,10556,03,Cartao_Credito,,5999.0,5999.0
2026-02-10,18960845000194,Oticas_BH,10557,03,Cartao_Credito,,899.0,899.0
2026-02-10,18960845000194,Oticas_BH,10558,03,Cartao_Credito,,831.0,831.0
2026-02-10,18960845000194,Oticas_BH,10559,03,Cartao_Credito,,3100.0,3100.0
2026-02-10,18960845000194,Oticas_BH,10560,03,Cartao_Credito,,3900.0,3900.0
2026-02-10,18960845000194,Oticas_BH,10561,04,Cartao_Debito,,300.0,300.0
2026-02-10,18960845000194,Oticas_BH,10562,03,Cartao_Credito,,1990.0,1990.0
2026-02-10,18960845000194,Oticas_BH,10563,03,Cartao_Credito,,350.0,350.0
2026-02-11,18960845000194,Oticas_BH,10564,03,Cartao_Credito,,3500.0,3500.0
2026-02-11,18960845000194,Oticas_BH,10565,13,13,,2200.0,2200.0
2026-02-11,18960845000194,Oticas_BH,10566,03,Cartao_Credito,,1700.0,1700.0
2026-02-11,18960845000194,Oticas_BH,10567,03,Cartao_Credito,,1800.0,1800.0
2026-02-11,18960845000194,Oticas_BH,10568,03,Cartao_Credito,,1490.0,1490.0
2026-02-11,18960845000194,Oticas_BH,10569,03,Cartao_Credito,,2250.0,2250.0
2026-02-11,18960845000194,Oticas_BH,10570,03,Cartao_Credito,,1290.0,1290.0
2026-02-11,18960845000194,Oticas_BH,10571,13,13,,4900.0,4900.0
2026-02-11,18960845000194,Oticas_BH,10572,03,Cartao_Credito,,2640.0,2640.0
2026-02-13,18960845000194,Oticas_BH,10573,04,Cartao_Debito,,1512.0,1512.0
2026-02-13,18960845000194,Oticas_BH,10574,03,Cartao_Credito,,1700.0,1700.0
2026-02-13,18960845000194,Oticas_BH,10575,04,Cartao_Debito,,990.0,990.0
2026-02-13,18960845000194,Oticas_BH,10576,03,Cartao_Credito,,1980.0,1980.0
2026-02-13,18960845000194,Oticas_BH,10577,03,Cartao_Credito,,2300.0,2300.0
2026-02-13,18960845000194,Oticas_BH,10578,03,Cartao_Credito,,845.0,845.0
2026-02-13,18960845000194,Oticas_BH,10579,03,Cartao_Credito,,400.0,400.0
2026-02-13,18960845000194,Oticas_BH,10580,03,Cartao_Credito,,2380.0,2380.0
2026-02-13,18960845000194,Oticas_BH,10581,04,Cartao_Debito,,2850.0,2850.0
2026-02-13,18960845000194,Oticas_BH,10582,03,Cartao_Credito,,1380.0,1380.0
2026-02-13,18960845000194,Oticas_BH,10583,13,13,,2660.0,2660.0
2026-02-13,18960845000194,Oticas_BH,10584,13,13,,1390.0,1390.0
2026-02-19,18960845000194,Oticas_BH,10585,03,Cartao_Credito,,2300.0,2300.0
2026-02-19,18960845000194,Oticas_BH,10586,03,Cartao_Credito,,1050.0,1050.0
2026-02-19,18960845000194,Oticas_BH,10587,04,Cartao_Debito,,970.0,2470.0
2026-02-19,18960845000194,Oticas_BH,10587,03,Cartao_Credito,,1500.0,2470.0
2026-02-19,18960845000194,Oticas_BH,10588,03,Cartao_Credito,,980.0,980.0
2026-02-19,18960845000194,Oticas_BH,10589,03,Cartao_Credito,,1600.0,1600.0
2026-02-19,18960845000194,Oticas_BH,10590,04,Cartao_Debito,,1700.0,4200.0
2026-02-19,18960845000194,Oticas_BH,10590,03,Cartao_Credito,,2500.0,4200.0
2026-02-19,18960845000194,Oticas_BH,10591,13,13,,1760.0,1760.0
2026-02-19,18960845000194,Oticas_BH,10592,03,Cartao_Credito,,350.0,350.0
2026-02-19,18960845000194,Oticas_BH,10593,03,Cartao_Credito,,640.0,640.0
2026-02-19,18960845000194,Oticas_BH,10594,13,13,,1000.0,2320.0
2026-02-19,18960845000194,Oticas_BH,10594,03,Cartao_Credito,,1320.0,2320.0
2026-02-20,18960845000194,Oticas_BH,10595,03,Cartao_Credito,,2950.0,2950.0
2026-02-20,18960845000194,Oticas_BH,10596,03,Cartao_Credito,,1380.0,1380.0
2026-02-20,18960845000194,Oticas_BH,10597,13,13,,2990.0,2990.0
2026-02-20,18960845000194,Oticas_BH,10598,03,Cartao_Credito,,1600.0,1600.0
2026-02-20,18960845000194,Oticas_BH,10599,13,13,,620.0,620.0
2026-02-24,18960845000194,Oticas_BH,10600,03,Cartao_Credito,,1100.0,1100.0
2026-02-24,18960845000194,Oticas_BH,10601,13,13,,400.0,2400.0
2026-02-24,18960845000194,Oticas_BH,10601,03,Cartao_Credito,,2000.0,2400.0
2026-02-24,18960845000194,Oticas_BH,10602,03,Cartao_Credito,,1250.0,1250.0
2026-02-24,18960845000194,Oticas_BH,10603,03,Cartao_Credito,,1550.0,1550.0
2026-02-24,18960845000194,Oticas_BH,10604,13,13,,1200.0,1200.0
2026-02-24,18960845000194,Oticas_BH,10605,04,Cartao_Debito,,220.0,220.0
2026-02-25,18960845000194,Oticas_BH,10606,03,Cartao_Credito,,5800.0,5800.0
2026-02-25,18960845000194,Oticas_BH,10607,03,Cartao_Credito,,1890.0,1890.0
2026-02-25,18960845000194,Oticas_BH,10608,03,Cartao_Credito,,2546.0,2546.0
2026-02-25,18960845000194,Oticas_BH,10609,03,Cartao_Credito,,2750.0,2750.0
2026-02-26,18960845000194,Oticas_BH,10610,03,Cartao_Credito,,1500.0,1500.0
2026-02-26,18960845000194,Oticas_BH,10611,03,Cartao_Credito,,770.0,770.0
2026-02-26,18960845000194,Oticas_BH,10612,03,Cartao_Credito,,990.0,990.0
2026-02-26,18960845000194,Oticas_BH,10613,04,Cartao_Debito,,220.0,220.0
2026-02-26,18960845000194,Oticas_BH,10614,03,Cartao_Credito,,1100.0,1100.0
2026-02-26,18960845000194,Oticas_BH,10615,03,Cartao_Credito,,850.0,850.0
2026-02-26,18960845000194,Oticas_BH,10616,03,Cartao_Credito,,2430.0,2430.0
2026-02-27,18960845000194,Oticas_BH,10617,04,Cartao_Debito,,1000.0,2200.0
2026-02-27,18960845000194,Oticas_BH,10617,03,Cartao_Credito,,1200.0,2200.0
2026-02-27,18960845000194,Oticas_BH,10618,03,Cartao_Credito,,1490.0,1490.0
2026-02-05,07843328000119,Matriz_Luminis,3420,03,Cartao_Credito,,1980.0,1980.0
2026-02-05,07843328000119,Matriz_Luminis,3421,03,Cartao_Credito,,1500.0,1500.0
2026-02-05,07843328000119,Matriz_Luminis,3422,04,Cartao_Debito,,600.0,600.0
2026-02-11,07843328000119,Matriz_Luminis,3423,03,Cartao_Credito,,1600.0,1600.0
2026-02-11,07843328000119,Matriz_Luminis,3424,03,Cartao_Credito,,1200.0,1200.0
2026-02-11,07843328000119,Matriz_Luminis,3425,04,Cartao_Debito,,100.0,700.0
2026-02-11,07843328000119,Matriz_Luminis,3425,03,Cartao_Credito,,600.0,700.0
2026-02-26,07843328000119,Matriz_Luminis,3426,03,Cartao_Credito,,1900.0,1900.0
2026-02-26,07843328000119,Matriz_Luminis,3427,03,Cartao_Credito,,1200.0,1200.0
2026-02-26,07843328000119,Matriz_Luminis,3428,03,Cartao_Credito,,800.0,800.0
2026-02-26,07843328000119,Matriz_Luminis,3429,03,Cartao_Credito,,900.0,900.0
2026-02-26,07843328000119,Matriz_Luminis,3430,03,Cartao_Credito,,1200.0,1200.0
2026-02-26,07843328000119,Matriz_Luminis,3431,03,Cartao_Credito,,1620.0,1620.0
2026-02-26,07843328000119,Matriz_Luminis,3432,03,Cartao_Credito,,2890.0,2890.0
2026-02-26,07843328000119,Matriz_Luminis,3433,03,Cartao_Credito,,1165.0,1165.0
2026-02-26,07843328000119,Matriz_Luminis,3434,03,Cartao_Credito,,6940.0,6940.0
2026-02-26,07843328000119,Matriz_Luminis,3435,20,20,,1850.0,1850.0
2026-02-26,07843328000119,Matriz_Luminis,3436,03,Cartao_Credito,,2500.0,2500.0
2026-02-26,07843328000119,Matriz_Luminis,3437,03,Cartao_Credito,,1890.0,1890.0
2026-02-26,07843328000119,Matriz_Luminis,3438,03,Cartao_Credito,,250.0,250.0
2026-02-26,07843328000119,Matriz_Luminis,3439,03,Cartao_Credito,,950.0,950.0
2026-02-26,07843328000119,Matriz_Luminis,3440,04,Cartao_Debito,,180.0,180.0
2026-02-26,07843328000119,Matriz_Luminis,3441,03,Cartao_Credito,,2000.0,3350.0
2026-02-26,07843328000119,Matriz_Luminis,3441,20,20,,1350.0,3350.0
2026-02-26,07843328000119,Matriz_Luminis,3442,03,Cartao_Credito,,3550.0,3550.0
2026-02-26,07843328000119,Matriz_Luminis,3443,03,Cartao_Credito,,1600.0,1600.0
2026-02-26,07843328000119,Matriz_Luminis,3444,03,Cartao_Credito,,1050.0,1050.0
2026-02-27,07843328000119,Matriz_Luminis,3445,03,Cartao_Credito,,700.0,700.0
2026-02-27,07843328000119,Matriz_Luminis,3446,03,Cartao_Credito,,1550.0,1550.0
2026-02-27,07843328000119,Matriz_Luminis,3447,03,Cartao_Credito,,2900.0,2900.0
2026-02-27,07843328000119,Matriz_Luminis,3448,03,Cartao_Credito,,587.0,587.0
2026-03-16,07843328000208,Filial_Proview,6281,03,Cartao_Credito,,4856.0,4856.0
2026-03-16,07843328000208,Filial_Proview,6282,03,Cartao_Credito,,2400.0,2400.0
2026-03-16,07843328000208,Filial_Proview,6283,03,Cartao_Credito,,4500.0,4500.0
2026-03-16,07843328000208,Filial_Proview,6284,03,Cartao_Credito,,2889.0,2889.0
2026-03-16,07843328000208,Filial_Proview,6285,03,Cartao_Credito,,1000.0,1000.0
2026-03-16,07843328000208,Filial_Proview,6286,03,Cartao_Credito,,2420.0,2420.0
2026-03-16,07843328000208,Filial_Proview,6287,03,Cartao_Credito,,2140.0,2140.0
2026-03-16,07843328000208,Filial_Proview,6288,03,Cartao_Credito,,3500.0,3500.0
2026-03-16,07843328000208,Filial_Proview,6289,03,Cartao_Credito,,2590.0,2590.0
2026-03-16,07843328000208,Filial_Proview,6290,03,Cartao_Credito,,2490.0,2490.0
2026-03-16,07843328000208,Filial_Proview,6291,17,PIX,,2000.0,2000.0
2026-03-23,07843328000208,Filial_Proview,6292,03,Cartao_Credito,,2530.0,2530.0
2026-03-26,07843328000208,Filial_Proview,6293,17,PIX,,1088.0,1088.0
2026-03-27,07843328000208,Filial_Proview,6294,03,Cartao_Credito,,2700.0,2700.0
2026-03-28,07843328000208,Filial_Proview,6295,03,Cartao_Credito,,7000.0,7000.0
2026-03-28,07843328000208,Filial_Proview,6296,03,Cartao_Credito,,3400.0,3400.0
2026-03-28,07843328000208,Filial_Proview,6297,03,Cartao_Credito,,2450.0,2450.0
2026-03-28,07843328000208,Filial_Proview,6298,03,Cartao_Credito,,4500.0,4500.0
2026-03-28,07843328000208,Filial_Proview,6299,03,Cartao_Credito,,2550.0,2550.0
2026-03-28,07843328000208,Filial_Proview,6300,03,Cartao_Credito,,1500.0,1500.0
2026-03-28,07843328000208,Filial_Proview,6301,03,Cartao_Credito,,1725.0,1725.0
2026-03-28,07843328000208,Filial_Proview,6302,03,Cartao_Credito,,1850.0,1850.0
2026-03-28,07843328000208,Filial_Proview,6303,03,Cartao_Credito,,1180.0,1180.0
2026-03-28,07843328000208,Filial_Proview,6304,03,Cartao_Credito,,1250.0,1250.0
2026-03-28,07843328000208,Filial_Proview,6305,03,Cartao_Credito,,1700.0,1700.0
2026-03-30,07843328000208,Filial_Proview,6306,03,Cartao_Credito,,5100.0,5100.0
2026-03-30,07843328000208,Filial_Proview,6307,03,Cartao_Credito,,2590.0,2590.0
2026-03-30,07843328000208,Filial_Proview,6308,03,Cartao_Credito,,1900.0,1900.0
2026-03-30,07843328000208,Filial_Proview,6309,03,Cartao_Credito,,400.0,400.0
2026-03-30,07843328000208,Filial_Proview,6310,03,Cartao_Credito,,460.0,460.0
2026-03-30,07843328000208,Filial_Proview,6311,03,Cartao_Credito,,1000.0,1000.0
2026-03-30,07843328000208,Filial_Proview,6312,03,Cartao_Credito,,870.0,870.0
2026-03-30,07843328000208,Filial_Proview,6313,03,Cartao_Credito,,1090.0,1090.0
2026-03-30,07843328000208,Filial_Proview,6314,03,Cartao_Credito,,990.0,990.0
2026-03-30,07843328000208,Filial_Proview,6315,03,Cartao_Credito,,1200.0,1200.0
2026-03-31,07843328000208,Filial_Proview,6316,03,Cartao_Credito,,800.0,800.0
2026-03-31,07843328000208,Filial_Proview,6317,03,Cartao_Credito,,2400.0,2400.0
2026-03-31,07843328000208,Filial_Proview,6319,03,Cartao_Credito,,2500.0,2500.0
2026-03-31,07843328000208,Filial_Proview,6320,03,Cartao_Credito,,2600.0,2600.0
2026-03-31,07843328000208,Filial_Proview,6321,17,PIX,,930.0,930.0
2026-03-31,07843328000208,Filial_Proview,6322,03,Cartao_Credito,,949.0,949.0
