estabelecimento,cnpj,merchant_id,bandeira,modalidade,forma_pgto,dh_venda,data,mes,status,parcelas,data_1pgto,aut,cv,terminal,valor_bruto,valor_taxa,valor_liquido,emissor
Matriz_Luminis,07843328000119,72452,Visa,Débito,Débito,2025-01-13 13:38,2025-01-13,2025-01,Aprovada,01,2025-01-14,289124,000001269,14180915,300.0,-3.99,296.01,N/A
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito Parcelado Lojista,2025-01-13 14:08,2025-01-13,2025-01,Aprovada,10,2025-02-13,692490,000001273,14180915,1400.0,-35.84,1364.16,N/A
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito Parcelado Lojista,2025-01-13 15:33,2025-01-13,2025-01,Aprovada,10,2025-02-13,493434,000001275,14180915,2440.0,-62.46,2377.54,N/A
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-01-14 08:36,2025-01-14,2025-01,Aprovada,06,2025-01-14,039066,000001277,14180915,600.0,-13.8,586.2,N/A
Matriz_Luminis,07843328000119,72452,Visa,Débito,Débito,2025-01-16 10:04,2025-01-16,2025-01,Aprovada,01,2025-01-17,822447,000001281,14180915,1290.0,-17.16,1272.84,N/A
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito Parcelado Lojista,2025-01-16 11:52,2025-01-16,2025-01,Aprovada,10,2025-02-17,069407,000001285,14180915,2900.0,-74.24,2825.76,N/A
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-01-17 13:22,2025-01-17,2025-01,Aprovada,08,2025-02-17,498211,000001287,14180915,1280.0,-36.48,1243.52,N/A
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-01-18 10:21,2025-01-18,2025-01,Negada,10,,000000,000001291,14180915,880.0,0,0,N/A
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito Parcelado Lojista,2025-01-18 10:23,2025-01-18,2025-01,Aprovada,10,2025-02-18,635930,000001295,14180915,880.0,-22.53,857.47,N/A
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-01-18 12:02,2025-01-18,2025-01,Aprovada,10,2025-02-18,820149,000001297,14180915,1890.0,-53.87,1836.13,N/A
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito Parcelado Lojista,2025-01-20 09:04,2025-01-20,2025-01,Aprovada,10,2025-02-20,889951,000001299,14180915,1600.0,-40.96,1559.04,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-01-20 10:04,2025-01-20,2025-01,Aprovada,08,2025-02-20,383618,000001303,14180915,650.0,-18.53,631.47,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito Parcelado Lojista,2025-01-20 10:46,2025-01-20,2025-01,Aprovada,10,2025-02-20,007306,000001305,14180915,1900.0,-48.64,1851.36,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito Parcelado Lojista,2025-01-20 13:20,2025-01-20,2025-01,Aprovada,10,2025-02-20,989278,000001307,14180915,1350.0,-34.56,1315.44,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Débito,Débito,2025-01-20 13:59,2025-01-20,2025-01,Aprovada,01,2025-01-21,043974,000001309,14180915,1000.0,-13.3,986.7,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Débito,Débito,2025-01-20 14:34,2025-01-20,2025-01,Aprovada,01,2025-01-21,352499,000001311,14180915,480.0,-6.38,473.62,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito À Vista,2025-01-27 09:06,2025-01-27,2025-01,Aprovada,01,2025-02-27,108268,000001313,14180915,260.0,-5.95,254.05,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-01-27 14:35,2025-01-27,2025-01,Aprovada,10,2025-02-27,023633,000001317,14180915,1455.0,-41.47,1413.53,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Débito,Débito,2025-01-27 14:37,2025-01-27,2025-01,Aprovada,01,2025-01-28,152655,000001319,14180915,500.0,-6.65,493.35,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito Parcelado Lojista,2025-01-27 15:11,2025-01-27,2025-01,Aprovada,02,2025-02-27,000100,000001321,14180915,2000.0,-46.0,1954.0,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Débito,Débito,2025-01-27 15:29,2025-01-27,2025-01,Aprovada,01,2025-01-28,981319,000001323,14180915,1000.0,-13.3,986.7,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito Parcelado Lojista,2025-01-29 09:09,2025-01-29,2025-01,Negada,10,,000000,000001325,14180915,1300.0,0,0,N/A
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito Parcelado Lojista,2025-01-29 09:10,2025-01-29,2025-01,Aprovada,10,2025-03-05,611952,000001329,14180915,1300.0,-33.28,1266.72,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito Parcelado Lojista,2025-01-30 13:50,2025-01-30,2025-01,Aprovada,04,2025-03-05,093236,000001331,14180915,1000.0,-23.0,977.0,Nacional
Matriz_Luminis,07843328000119,72452,Elo,Débito,Débito,2025-01-30 13:50,2025-01-30,2025-01,Aprovada,01,2025-01-31,497867,000001335,14180915,600.0,-10.8,589.2,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-02-03 09:47,2025-02-03,2025-02,Aprovada,10,2025-03-06,028428,000001337,14180915,4300.0,-122.55,4177.45,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-02-03 09:53,2025-02-03,2025-02,Aprovada,10,2025-03-06,082555,000001341,14180915,6200.0,-176.7,6023.3,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Débito,Débito,2025-02-03 13:25,2025-02-03,2025-02,Aprovada,01,2025-02-04,255172,000001343,14180915,300.0,-3.99,296.01,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-02-03 15:29,2025-02-03,2025-02,Aprovada,06,2025-03-06,180959,000001345,14180915,600.0,-13.8,586.2,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-02-04 14:29,2025-02-04,2025-02,Aprovada,10,2025-03-07,196190,142296381,EC055792,850.0,-26.86,823.14,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-02-04 15:45,2025-02-04,2025-02,Aprovada,10,2025-03-07,170885,000001347,14180915,2260.0,-64.41,2195.59,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-02-05 09:22,2025-02-05,2025-02,Aprovada,10,2025-03-10,985219,000001351,14180915,2000.0,-57.0,1943.0,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Débito,Débito,2025-02-05 10:40,2025-02-05,2025-02,Aprovada,01,2025-02-06,138441,000001355,14180915,1390.0,-18.49,1371.51,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Débito,Débito,2025-02-05 10:50,2025-02-05,2025-02,Aprovada,01,2025-02-06,106553,000001357,14180915,200.0,-2.66,197.34,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Débito,Débito,2025-02-07 17:45,2025-02-07,2025-02,Aprovada,01,2025-02-10,452472,000001359,14180915,300.0,-3.99,296.01,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito Parcelado Lojista,2025-02-08 11:11,2025-02-08,2025-02,Negada,10,,000000,000001363,14180915,1500.0,0,0,N/A
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito Parcelado Lojista,2025-02-08 11:13,2025-02-08,2025-02,Negada,10,,000000,000001367,14180915,1500.0,0,0,N/A
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-02-08 11:18,2025-02-08,2025-02,Negada,10,,000000,000001369,14180915,1000.0,0,0,N/A
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito Parcelado Lojista,2025-02-08 11:19,2025-02-08,2025-02,Aprovada,10,2025-03-11,737766,000001371,14180915,1000.0,-25.6,974.4,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-02-08 11:21,2025-02-08,2025-02,Negada,10,,000000,000001373,14180915,1500.0,0,0,N/A
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-02-08 11:21,2025-02-08,2025-02,Negada,10,,000000,000001375,14180915,1500.0,0,0,N/A
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-02-08 11:22,2025-02-08,2025-02,Aprovada,10,2025-03-11,R09800,000001377,14180915,1500.0,-42.75,1457.25,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito Parcelado Lojista,2025-02-10 09:20,2025-02-10,2025-02,Aprovada,10,2025-03-13,001662,000001379,14180915,3690.0,-94.46,3595.54,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-02-10 09:30,2025-02-10,2025-02,Aprovada,10,2025-03-13,310454,000001383,14180915,1900.0,-54.15,1845.85,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito Parcelado Lojista,2025-02-10 10:20,2025-02-10,2025-02,Aprovada,10,2025-03-13,022190,000001385,14180915,7600.0,-194.56,7405.44,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito Parcelado Lojista,2025-02-10 10:51,2025-02-10,2025-02,Aprovada,10,2025-03-13,620755,000001387,14180915,3000.0,-76.8,2923.2,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-02-10 11:04,2025-02-10,2025-02,Aprovada,10,2025-03-13,918361,000001389,14180915,2160.0,-61.56,2098.44,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito Parcelado Lojista,2025-02-10 16:39,2025-02-10,2025-02,Aprovada,10,2025-03-13,694762,000001391,14180915,3250.0,-83.2,3166.8,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito Parcelado Lojista,2025-02-10 17:04,2025-02-10,2025-02,Aprovada,10,2025-03-13,044623,000001393,14180915,1600.0,-40.96,1559.04,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito Parcelado Lojista,2025-02-11 09:42,2025-02-11,2025-02,Aprovada,10,2025-03-14,337686,000001395,14180915,500.0,-12.8,487.2,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-02-12 10:32,2025-02-12,2025-02,Aprovada,10,2025-03-17,096424,000001399,14180915,1154.0,-32.89,1121.11,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito Parcelado Lojista,2025-02-14 18:02,2025-02-14,2025-02,Negada,10,,000000,000001403,14180915,1900.0,0,0,N/A
Matriz_Luminis,07843328000119,72452,Visa,Débito,Débito,2025-02-14 18:02,2025-02-14,2025-02,Aprovada,01,2025-02-17,696968,000001407,14180915,900.0,-11.97,888.03,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Débito,Débito,2025-02-17 11:40,2025-02-17,2025-02,Aprovada,01,2025-02-18,M61813,000001409,14180915,300.0,-4.02,295.98,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito Parcelado Lojista,2025-02-17 14:32,2025-02-17,2025-02,Aprovada,02,2025-03-20,027249,000001413,14180915,600.0,-13.8,586.2,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-02-17 14:33,2025-02-17,2025-02,Aprovada,02,2025-03-20,884969,000001415,14180915,2000.0,-46.0,1954.0,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-02-17 14:34,2025-02-17,2025-02,Aprovada,10,2025-03-20,029184,000001417,14180915,1500.0,-42.75,1457.25,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Débito,Débito,2025-02-17 15:15,2025-02-17,2025-02,Aprovada,01,2025-02-18,101621,000001419,14180915,190.0,-2.55,187.45,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-02-17 16:42,2025-02-17,2025-02,Aprovada,10,2025-03-20,050462,000001421,14180915,2315.0,-65.98,2249.02,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Débito,Débito,2025-02-18 10:54,2025-02-18,2025-02,Aprovada,01,2025-02-19,551672,000001423,14180915,200.0,-2.66,197.34,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-02-20 09:06,2025-02-20,2025-02,Aprovada,10,2025-03-24,246460,000001427,14180915,1250.0,-35.63,1214.37,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-02-21 12:41,2025-02-21,2025-02,Aprovada,05,2025-03-24,107535,000001431,14180915,2000.0,-46.0,1954.0,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito Parcelado Lojista,2025-02-24 09:21,2025-02-24,2025-02,Aprovada,04,2025-03-27,648187,000001435,14180915,800.0,-18.4,781.6,Nacional
Matriz_Luminis,07843328000119,72452,Elo,Débito,Débito,2025-02-24 15:07,2025-02-24,2025-02,Aprovada,01,2025-02-25,355527,000001439,14180915,1000.0,-18.0,982.0,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-02-24 15:51,2025-02-24,2025-02,Aprovada,02,2025-03-27,079616,000001441,14180915,180.0,-4.14,175.86,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito Parcelado Lojista,2025-02-25 12:28,2025-02-25,2025-02,Aprovada,10,2025-03-28,202245,000001443,14180915,2000.0,-51.2,1948.8,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-02-25 14:32,2025-02-25,2025-02,Aprovada,10,2025-03-28,094635,000001447,14180915,2000.0,-57.0,1943.0,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-03-06 10:20,2025-03-06,2025-03,Aprovada,10,2025-04-07,R88835,000001449,14180915,1000.0,-28.5,971.5,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito Parcelado Lojista,2025-03-07 14:29,2025-03-07,2025-03,Aprovada,10,2025-04-07,146435,000001453,14180915,775.0,-19.84,755.16,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito Parcelado Lojista,2025-03-07 14:30,2025-03-07,2025-03,Aprovada,10,2025-04-07,150161,000001457,14180915,775.0,-19.84,755.16,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-03-10 09:51,2025-03-10,2025-03,Aprovada,03,2025-04-10,520602,000001459,14180915,350.0,-8.05,341.95,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-03-10 11:02,2025-03-10,2025-03,Aprovada,10,2025-04-10,071999,000001463,14180915,1660.0,-47.31,1612.69,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-03-10 11:52,2025-03-10,2025-03,Aprovada,10,2025-04-10,531640,000001465,14180915,2500.0,-71.25,2428.75,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito À Vista,2025-03-11 11:33,2025-03-11,2025-03,Aprovada,01,2025-04-11,334958,000001467,14180915,100.0,-2.0,98.0,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-03-11 17:46,2025-03-11,2025-03,Aprovada,10,2025-04-11,798565,000001471,14180915,2090.0,-59.57,2030.43,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Débito,Débito,2025-03-13 15:09,2025-03-13,2025-03,Aprovada,01,2025-03-14,M28243,000001473,14180915,500.0,-6.7,493.3,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito Parcelado Lojista,2025-03-17 11:09,2025-03-17,2025-03,Aprovada,10,2025-04-17,949006,000001477,14180915,1600.0,-40.96,1559.04,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-03-17 11:17,2025-03-17,2025-03,Negada,04,,000000,000001481,14180915,3400.0,0,0,N/A
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-03-17 11:17,2025-03-17,2025-03,Aprovada,04,2025-04-17,071799,000001483,14180915,3400.0,-78.2,3321.8,Nacional
Matriz_Luminis,07843328000119,72452,Elo,Débito,Débito,2025-03-17 13:13,2025-03-17,2025-03,Aprovada,01,2025-03-18,486857,000001485,14180915,140.0,-2.52,137.48,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito Parcelado Lojista,2025-03-17 13:14,2025-03-17,2025-03,Aprovada,04,2025-04-17,018071,000001487,14180915,400.0,-9.2,390.8,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito À Vista,2025-03-17 13:21,2025-03-17,2025-03,Aprovada,01,2025-04-17,212067,000001489,14180915,315.0,-7.21,307.79,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-03-17 15:06,2025-03-17,2025-03,Aprovada,02,2025-04-17,930710,000001491,14180915,600.0,-13.8,586.2,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-03-17 16:19,2025-03-17,2025-03,Aprovada,10,2025-04-17,204835,000001493,14180915,1700.0,-48.45,1651.55,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-03-17 16:19,2025-03-17,2025-03,Aprovada,10,2025-04-17,R02865,000001495,14180915,1620.0,-46.17,1573.83,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito À Vista,2025-03-17 17:30,2025-03-17,2025-03,Aprovada,01,2025-04-17,084328,000001497,14180915,450.0,-9.0,441.0,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito Parcelado Lojista,2025-03-19 10:09,2025-03-19,2025-03,Aprovada,10,2025-04-22,LUJNYU,104016661,EC055792,1890.0,-59.72,1830.28,Nacional
Matriz_Luminis,07843328000119,72452,Elo,Crédito,Crédito Parcelado Lojista,2025-03-20 13:53,2025-03-20,2025-03,Negada,03,,000000,000001499,14180915,486.0,0,0,N/A
Matriz_Luminis,07843328000119,72452,Elo,Crédito,Crédito Parcelado Lojista,2025-03-20 13:55,2025-03-20,2025-03,Negada,03,,000000,000001503,14180915,486.0,0,0,N/A
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-03-20 13:57,2025-03-20,2025-03,Aprovada,10,2025-04-22,055203,000001505,14180915,1600.0,-45.6,1554.4,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito Parcelado Lojista,2025-03-21 09:14,2025-03-21,2025-03,Aprovada,04,2025-04-22,AKHMPO,000001507,14180915,630.0,-14.49,615.51,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Débito,Débito,2025-03-24 08:49,2025-03-24,2025-03,Aprovada,01,2025-03-25,435091,000001511,14180915,50.0,-0.67,49.33,Nacional
Matriz_Luminis,07843328000119,72452,Elo,Crédito,Crédito Parcelado Lojista,2025-03-24 09:19,2025-03-24,2025-03,Aprovada,03,2025-04-24,136990,000001515,14180915,180.0,-5.04,174.96,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-03-24 11:21,2025-03-24,2025-03,Aprovada,10,2025-04-24,986516,000001517,14180915,770.0,-21.95,748.05,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-03-24 13:46,2025-03-24,2025-03,Negada,06,,000000,000001519,14180915,480.0,0,0,N/A
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-03-24 13:47,2025-03-24,2025-03,Aprovada,06,2025-04-24,406904,000001521,14180915,480.0,-11.04,468.96,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Débito,Débito,2025-03-24 14:31,2025-03-24,2025-03,Aprovada,01,2025-03-25,354952,000001523,14180915,200.0,-2.66,197.34,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-03-24 15:24,2025-03-24,2025-03,Aprovada,10,2025-04-24,911027,000001525,14180915,1440.0,-41.04,1398.96,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito Parcelado Lojista,2025-03-27 13:33,2025-03-27,2025-03,Aprovada,10,2025-04-28,333072,000001527,14180915,1700.0,-43.52,1656.48,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-03-28 11:11,2025-03-28,2025-03,Aprovada,03,2025-04-28,R04053,000001531,14180915,700.0,-16.1,683.9,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-03-29 10:17,2025-03-29,2025-03,Negada,05,,000000,000001535,14180915,3300.0,0,0,N/A
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito Parcelado Lojista,2025-03-31 10:35,2025-03-31,2025-03,Aprovada,03,2025-05-02,653985,000001539,14180915,640.0,-14.72,625.28,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-03-31 11:36,2025-03-31,2025-03,Negada,02,,000000,000001543,14180915,1550.0,0,0,N/A
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito À Vista,2025-03-31 11:37,2025-03-31,2025-03,Aprovada,01,2025-05-02,02024Z,000001545,14180915,1550.0,-35.5,1514.5,Internacional
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito Parcelado Lojista,2025-04-01 09:22,2025-04-01,2025-04,Aprovada,06,2025-05-02,633116,000001547,14180915,1600.0,-36.8,1563.2,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-04-01 09:48,2025-04-01,2025-04,Aprovada,06,2025-05-02,116651,096739391,EC055792,3300.0,-99.33,3200.67,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito À Vista,2025-04-01 11:56,2025-04-01,2025-04,Aprovada,01,2025-05-02,564357,000001551,14180915,150.0,-3.0,147.0,Nacional
Matriz_Luminis,07843328000119,72452,Elo,Crédito,Crédito Parcelado Lojista,2025-04-01 14:09,2025-04-01,2025-04,Negada,03,,000000,000001553,14180915,486.0,0,0,N/A
Matriz_Luminis,07843328000119,72452,Visa,Débito,Débito,2025-04-01 16:14,2025-04-01,2025-04,Aprovada,01,2025-04-02,132147,000001555,14180915,100.0,-1.33,98.67,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-04-01 16:15,2025-04-01,2025-04,Aprovada,02,2025-05-02,667463,000001557,14180915,650.0,-14.95,635.05,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Crédito,Crédito Parcelado Lojista,2025-04-07 09:21,2025-04-07,2025-04,Aprovada,10,2025-05-08,017993,000001559,14180915,1650.0,-42.24,1607.76,Nacional
Matriz_Luminis,07843328000119,72452,Visa,Débito,Débito,2025-04-07 13:15,2025-04-07,2025-04,Aprovada,01,2025-04-08,365899,000001563,14180915,250.0,-3.33,246.67,Nacional
Matriz_Luminis,07843328000119,72452,Elo,Crédito,Crédito Parcelado Lojista,2025-04-07 13:23,2025-04-07,2025-04,Aprovada,10,2025-05-08,859835,000001565,14180915,4030.0,-123.32,3906.68,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-04-07 15:47,2025-04-07,2025-04,Aprovada,10,2025-05-08,014525,000001567,14180915,930.0,-26.51,903.49,Nacional
Matriz_Luminis,07843328000119,72452,Mastercard,Crédito,Crédito Parcelado Lojista,2025-04-07 16:05,2025-04-07,2025-04,Aprovada,10,2025-05-08,011555,000001569,14180915,1800.0,-51.3,1748.7,Nacional
